prefix	content	marker	group	section	subsection	subsubsection	title	section_tag	context_mask	chunk_summary	group_summary	section_summary
	WARNING! Although the tanks are sturdy and supported with internal baffles, do not stand on them as they may become very slippery and can create a slip and fall hazard.	-1	158	9	0	0		22	0	WARNING! Although the tanks are sturdy and supported with internal baffles, do not stand on them as they may become very slippery and can create a slip and fall hazard.		
	The VMDS Version B has two 750-gallon tanks with incorporated skids. The 750-gallon tanks must always be mounted on either a 5-ton truck or 5-ton trailer. For truck mounted tanks, the hose attachments must be pointed toward the rear of the truck.  The tanks must always be mounted as far forward in the truck bed (touching the front wall) as possible.  There are cutouts in the forward ends of the tank platform that incorporate room for the stanchion.	-1	159	9	0	0		22	0	750-gallon tanks must always be mounted on either 5-tonne truck or 5-ton trailer. There are cutouts in the forward ends of tank platform that incorporate room for the stanchion. The tanks must always	750-gallon tanks must always be mounted on either 5-tonne truck or 5-ton trailer. There are cutouts in the forward ends of tank platform that incorporate room for the stanchion. The tanks must always	
	Skid Cutouts	-1	160	9	0	0		22	1	Skid Cutouts		
	For trailer mounted tanks, the hose attachments may be oriented toward the rear or front of the trailer.  The tank should be mounted over the axles and slightly forward of the center of gravity on the trailer.	-1	161	9	0	0		22	0	For trailer mounted tanks, the hose attachments may be oriented toward the rear or front of the trailer.  The tank should be mounted over the axles and slightly forward of the center of gravity on the trailer.	For trailer mounted tanks, the hose attachments may be oriented toward the rear or front of the trailer.  The tank should be mounted over the axles and slightly forward of the center of gravity on the trailer. Tanks are built with a 4-way, modular platform skid design which allows 360-degree forklifting capability. EMPTY tanks can also be lifted from underneath with extended forked or other lifting equipment. Both tanks have an approximate	
	The tanks are built with a 4-way, modular platform skid design which allows 360-degree forklifting capability. EMPTY tanks can also be lifted from underneath with extended fork forklifts or slings and an overhead crane or wrecker and can be loaded from either the rear or the sides of transport vehicles.  Both tanks have an approximate 13-inch notched bottom lip (skid cutouts to the front to accommodate the monitor) on the front ends which butts the tank against the front wall of the truck bed, preventing slippage and damage to the tank itself.  Each tank is equipped with a Hopper/Blender assembly, Hopper/Blender fill connection, Agitator fill connection and assembly, tank level indicator port and a ball valve fluid output/drain with a 1 ½ in. camlock.	-1	161	9	0	0		22	0	Tanks are built with a 4-way, modular platform skid design which allows 360-degree forklifting capability. EMPTY tanks can also be lifted from underneath with extended forked or other lifting equipment. Both tanks have an approximate		
3.1	TANK SELECTOR VALVE ASSEMBLY	0	162	9	1	0	TANK SELECTOR VALVE ASSEMBLY	23	0	TANK SELECTOR VALVE ASSEMBLY		The Tank Selector Valve assembly designates which tank the VMDS draws water or decontaminant from and attaches to the Power Unit via the Fluid Input port. If desired, the operator can have decontaminated in one tank
	The Tank Selector Valve assembly designates which tank the VMDS draws water or decontaminant from and attaches to the Power Unit via the Fluid Input port (see below). If desired, the operator can have decontaminant mixed in one tank and rinse water in the other tank.  Fluid cannot be drawn from both tanks at the same time. The Tank Selector Valve is stored in the De- Icer kit box.	-1	163	9	1	0		23	0	The Tank Selector Valve assembly designates which tank the VMDS draws water or decontaminant from and attaches to the Power Unit via the Fluid Input port. If desired, the operator can have decontaminated in one tank	The Tank Selector Valve assembly designates which tank the VMDS draws water or decontaminant from and attaches to the Power Unit via the Fluid Input port. If desired, the operator can have decontaminated in one tank	
	4-Way Modular Skid	-1	164	9	1	0		23	1	4-Way Modular Skid		
	Tank Selector Valve Trailer Position	-1	165	9	1	0		23	1	Tank Selector Valve Trailer Position		
	Tank Selector Valve Truck Position	-1	165	9	1	0		23	1	Tank Selector Valve Truck Position		
3.2	AGITATOR	0	166	9	2	0	AGITATOR	24	0	AGITATOR		The AGITATOR mixes tank contents and keeps concentrated decontaminant solutions mixed while the system is running. It is important to keep the tanks agitated, especially when they contain concentrated bleach solutions or slurries. The AGITATOR is turned off when discharging the tank via Discharge #1.
	The AGITATOR mixes tank contents and keeps concentrated decontaminant solutions mixed while the system is running. It is important to keep the tanks agitated, especially when they contain concentrated bleach solutions or slurries. The AGITATOR is turned off when discharging the tank via Discharge #1.	-1	167	9	2	0		24	0	The AGITATOR mixes tank contents and keeps concentrated decontaminant solutions mixed while the system is running. It is important to keep the tanks agitated, especially when they contain concentrated bleach solutions or slurries. The AGITATOR is turned off when discharging the tank via Discharge #1.	The AGITATOR mixes tank contents and keeps concentrated decontaminant solutions mixed while the system is running. It is important to keep the tanks agitated, especially when they contain concentrated bleach solutions or slurries. The AGITATOR is turned off when discharging the tank via Discharge #1.	
3.3	HOPPER/BLENDER	0	168	9	3	0	HOPPER/BLENDER	25	0	HOPPER/BLENDER		"Removable screen is used to break up clumps of HTH or STB from falling into the tank. Removable screen has 1-inch diameter holes and a stainless-steel handle on top of the screen for breaking up If there are ""clumps"" of decontaminant on the bars or screen, use a disposable dipstick to break apart. DO NOT use hammer, metal objects, or excessive force that will create damage to the"
	The Hopper/Blender is located next to the Agitator and has two ½ inch stainless steel bars in the funnel section.  The bars are in place to prevent objects (i.e., cans and bags) from accidentally falling into the tank.  The bars support the removable screen that is used to break up “clumps” of HTH or STB from falling into the hopper and clogging the 1 ½ inch diameter funnel hole.  The removable screen has 1-inch diameter holes and a stainless-steel handle on the top of the screen to assist with breaking up clumps of powdered or granular decontaminant.	-1	169	9	3	0		25	0	Removable screen is used to break up clumps of HTH or STB from falling into the tank. Removable screen has 1-inch diameter holes and a stainless-steel handle on top of the screen for breaking up	Removable screen is used to break up clumps of HTH or STB from falling into the tank. Removable screen has 1-inch diameter holes and a stainless-steel handle on top of the screen for breaking up	
	If there are “clumps” of decontaminant on the bars or screen, use a disposable dipstick (supplied by the unit) made of wood or plastic to break apart to a size which will allow the clumps to feed through the screen.  DO NOT use a hammer, metal objects, or use excessive force that will create damage to the hopper.  If “clumps” are not easily breakable, do not use and simply remove them.	-1	170	9	3	0		25	0	"If there are ""clumps"" of decontaminant on the bars or screen, use a disposable dipstick to break apart. DO NOT use hammer, metal objects, or excessive force that will create damage to the"	"If there are ""clumps"" of decontaminant on the bars or screen, use a disposable dipstick to break apart. DO NOT use hammer, metal objects, or excessive force that will create damage to the"	
	Agitator Input	-1	171	9	3	0		25	1	Agitator Input		
3.4	DE-ICER KIT	0	172	9	4	0	DE-ICER KIT	26	0	DE-ICER KIT	NOTE – Although the De-icer Kits are supplied to keep water in the VMDS tanks from freezing in cold weather, the recommended method of freeze prevention is to drain the tanks (and Power Unit) and to winterize the system, as both tanks can usually be re-filled via drafting in less than 40 minutes (1500 gallons @ 50 gallons/min drafting = 30 mins).	The VMDS De-icer features an inverters that feeds a 3000 Watt, 120 VAC output. Ambient air temperature is near freezing but above 25 degrees F. It is imperative to use GFCI to protect the de-iceing circuit. Failure to do so drastically increases risk of electric shock and may result death if vehicle is de-iced! Tank drains will freeze over and power unit can be winterized in less than 40 minutes – 1500 gallons @ 50 gall
	NOTE – Although the De-icer Kits are supplied to keep water in the VMDS tanks from freezing in cold weather, the recommended method of freeze prevention is to drain the tanks	-1	172	9	4	0		26	0	NOTE – Although the De-icer Kits are supplied to keep water in the VMDS tanks from freezing in cold weather, the recommended method of freeze prevention is to drain the tanks		
	(and Power Unit) and to winterize the system, as both tanks can usually be re-filled via drafting in less than 40 minutes (1500 gallons @ 50 gallons/min drafting = 30 mins).	-1	172	9	4	0		26	0	(and Power Unit) and to winterize the system, as both tanks can usually be re-filled via drafting in less than 40 minutes (1500 gallons @ 50 gallons/min drafting = 30 mins).		
	The VMDS De-icer features a 24 VDC inverter, powered by a NATO slave connector on the truck source that feeds a GFCI-protected 3000 Watt, 120 VAC output. It is imperative that the vehicle is stationary while conducting this operation, as a grounding cable must be secured from the Inverter to the vehicle chassis to reduce electric shock risk. The heaters can be also powered by shore power, but it is highly recommended that a GFCI-protected circuit is used since the electric de-icing system functions while immersed in water.	-1	173	9	4	0		26	0	The VMDS De-icer features an inverter that feeds a 3000 Watt, 120 VAC output. It is imperative that the vehicle be stationary while conducting this operation if the vehicle is being de-ic	The VMDS De-icer features an inverter that feeds a 3000 Watt, 120 VAC output. It is imperative that the vehicle be stationary while conducting this operation if the vehicle is being de-ic	
	NOTE - The vehicle’s engine must be running during operation of the heaters or the De-Icer	-1	174	9	4	0		26	0	NOTE - The vehicle’s engine must be running during operation of the heaters or the De-Icer	NOTE - The vehicle’s engine must be running during operation of the heaters or the De-Icer Kit will drain the vehicle batteries very quickly (within minutes).	
	Kit will drain the vehicle batteries very quickly (within minutes).	-1	174	9	4	0		26	0	Kit will drain the vehicle batteries very quickly (within minutes).		
	Each VMDS system includes one three-ended extension cords to lead from the inverter to the two (interchangeable) heaters in each tank. One heater is used as a “floater” and the other as a “sinker.”  Unscrew the red float-ring on the de-icer to convert a floater into a sinker. The 500-watt de-icer is normally sufficient to keep the water from freezing.  If ambient air temperature is near freezing but above 25 degrees F, one heater (either float or sink) should be sufficient.  If ambient air temperature is below 25 degrees F, a second heater may be required.	-1	175	9	4	0		26	0	"One heater is used as a ""floater"" and the other, as an “sinker” de-icers are usually sufficient to keep the water from freezing. Ambient air temperature is near freezing but above 25 degrees F"	"One heater is used as a ""floater"" and the other, as an “sinker” de-icers are usually sufficient to keep the water from freezing. Ambient air temperature is near freezing but above 25 degrees F"	
