prefix	c0	content	size	face	marker	line	page	x0	y0	x1	y1	caption	mask	spacing	chunk	group	type	section	subsection	subsubsection	title	section_tag	image_url
	and placement of the VMDS farther away from the decontamination line (DED or	and placement of the VMDS farther away from the decontamination line (DED or	12.0	0	-1	481	21	23.532680436676625	71.70126558554293	88.36602105034723	73.72247715189	0	0	-0.3	300	82	2	7	2	3		13	
	DAD);	DAD);	12.0	0	-1	482	21	23.532680436676625	73.44368828667535	29.473857006995505	75.46489985302242	0	0	-0.3	300	82	2	7	2	3		13	
•	One (1) 1-inch male-male adapter – to connect/extend the hoses for longer reach	One (1) 1-inch male-male adapter – to connect/extend the hoses for longer reach	12.0	0	1	483	21	20.591502719455296	75.26262071397569	87.15524112477023	77.34444358132103	0	0	-0.2	301	82	2	7	2	3		13	
	and placement of the VMDS farther away from the decontamination line (DED or	and placement of the VMDS farther away from the decontamination line (DED or	12.0	0	-1	484	21	23.532680436676625	77.03838926373106	88.37288251889298	79.05960083007812	0	0	-0.3	301	82	2	7	2	3		13	
	DAD);	DAD);	12.0	0	-1	485	21	23.532680436676625	78.78081196486349	29.473857006995505	80.80202353121055	0	0	-0.3	301	82	2	7	2	3		13	
•	One (1) 1.5-inch fire hydrant (Fire Fighting Threads, FHN) to 1.5-inch male	One (1) 1.5-inch fire hydrant (Fire Fighting Threads, FHN) to 1.5-inch male	12.0	0	1	486	21	20.591502719455296	80.59595281427558	83.83104910258375	82.6777756816209	0	0	-0.2	302	82	2	7	2	3		13	
	camlock adapter – for filling tanks from a standard fire hydrant; and	camlock adapter – for filling tanks from a standard fire hydrant; and	12.0	0	-1	487	21	23.532680436676625	82.37172136403095	77.42810218162786	84.39293293037801	0	0	-0.3	302	82	2	7	2	3		13	
•	One (1) 1-inch Standard Nipple Thread (NPT) to 1-inchmale camlock adapter –	One (1) 1-inch Standard Nipple Thread (NPT) to 1-inchmale camlock adapter –	12.0	0	1	488	21	20.591502719455296	84.18686991990215	86.58497130948734	86.26869278724747	0	0	-0.2	303	82	2	7	2	3		13	
	for connecting the M12A1 shower bars to the Power Unit using one of the 1-inch	for connecting the M12A1 shower bars to the Power Unit using one of the 1-inch	12.0	0	-1	489	21	23.532680436676625	85.96212213689631	87.74575626148898	87.98333370324337	0	0	-0.3	303	82	1	7	2	3		13	
	hoses supplied with the system.	hoses supplied with the system.	12.0	0	-1	490	21	23.532680436676625	87.70454483802872	48.812093298419626	89.7257564043758	0	0	-0.3	303	82	1	7	2	3		13	
	<img0037>	<img0037>	-1.0	-1	-1	491	21	16.960784812378726	20.688128230547665	84.5751594094669	32.8724716648911	0	1	-69.0	304	83	0	7	2	3		13	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	492	22	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-28.5	305	83	0	7	2	3		13	
22			12.0	0	2	493	22	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	306	83	0	7	2	3		13	
1.2.4	Monitor, Stanchion and Wired Remote-Control Box	Monitor, Stanchion and Wired Remote-Control Box	12.0	1	0	494	22	11.768627790064594	10.663128862477313	60.36437788819955	12.761614057752823	0	0	-83.2	307	83	0	7	2	4	Monitor, Stanchion and Wired Remote-Control Box	14	
	The Monitor is a water cannon intended to be used for large area/long distance decontamination	The Monitor is a water cannon intended to be used for large area/long distance decontamination	12.0	0	-1	495	22	11.768627790064594	14.134345391784052	88.71535756229575	16.155557921438508	0	0	1.4	308	84	1	7	2	4		14	
	and can be configured to operate either manually or with the wired remote-control box.	and can be configured to operate either manually or with the wired remote-control box. It is made	12.0	0	-1	496	22	11.768627790064594	15.876768092916471	88.73987135544321	17.897979659263534	0	0	-0.3	308	84	1	7	2	4		14	
	of stainless steel and fed by the 1½’ hose (purple band) and is comprised of the monitor head, a	of stainless steel and fed by the 1½’ hose (purple band) and is comprised of the monitor head, a	12.0	0	-1	497	22	11.768627790064594	17.619190794048887	88.73987135544321	19.640402360395953	0	0	-0.3	308	84	1	7	2	4		14	
	“haloed” stanchion to protect the monitor head, and a wired remote-control box.  The remote-	“haloed” stanchion to protect the monitor head, and a wired remote-control box.  The remote-	12.0	0	-1	498	22	11.768627790064594	19.361613495181306	88.23790706061071	21.382825061528372	0	0	-0.3	308	84	1	7	2	4		14	
	control box can be used external from the cab of the truck or the wire can be run through the rear	control box can be used external from the cab of the truck or the wire can be run through the rear	12.0	0	-1	499	22	11.768627790064594	21.104043902772847	88.67255316840279	23.12525546911991	0	0	-0.3	308	84	1	7	2	4		14	
	half of the passenger-side window.	half of the passenger-side window.	12.0	0	-1	500	22	11.768627790064594	22.846466603905267	39.65522915709253	24.86767817025233	0	0	-0.3	308	84	1	7	2	4		14	
	Figure 24.	Figure 24. Monitor and Stanchion Configuration	12.0	0	-1	501	22	30.944445242289625	52.47146529380721	69.5604561201108	54.49267686015428	1	0	27.6	309	85	0	7	2	4		14	data/dod/vmds_TM/images/img0038.jpg
	The Version B VMDS Monitor is equipped with a stainless-steel Stream & Fog nozzle with an	The Version B VMDS Monitor is equipped with a stainless-steel Stream & Fog nozzle with an	12.0	0	-1	502	22	11.768627790064594	55.95883841466422	88.72124167049633	57.98004998101129	0	0	1.5	310	86	1	7	2	4		14	
	actuator on its tip (the ‘blabber’) which is controlled by the lower left-hand switch of the remote-	actuator on its tip (the ‘blabber’) which is controlled by the lower left-hand switch of the remote-	12.0	0	-1	503	22	11.768627790064594	57.701264969026205	88.23790706061071	59.72247653537327	0	0	-0.3	310	86	1	7	2	4		14	
	control box.	control box. The actuator reduces the stream from the nozzle to a fan spray pattern and reduces	12.0	0	-1	504	22	11.768627790064594	59.443687670158624	88.72322631038092	61.46489923650569	0	0	-0.3	310	86	1	7	2	4		14	
	impact pressure.	impact pressure.	12.0	0	-1	505	22	11.768627790064594	61.1861142245206	25.101306391697303	63.207325790867664	0	0	-0.3	310	86	1	7	2	4		14	
	The Monitor is fed by 17-foot long 1.5-inch hose (Purple Banded EZLink hose.  Selector Valve	The Monitor is fed by 17-foot long 1.5-inch hose (Purple Banded EZLink hose.  Selector Valve	12.0	0	-1	506	22	11.768627790064594	64.67095577355587	88.74575546364379	66.69216733990294	0	0	1.5	311	86	1	7	2	4		14	
	#2 on the Power Unit has two functions related to the Monitor: Monitor and Remote Monitor.	#2 on the Power Unit has two functions related to the Monitor: Monitor and Remote Monitor.	12.0	0	-1	507	22	11.768627790064594	66.41338618114742	89.1744975171058	68.43459774749448	0	0	-0.3	311	86	1	7	2	4		14	
	Monitor setting allows liquid to flow constantly once the Pump Control Valve is opened.  The	Monitor setting allows liquid to flow constantly once the Pump Control Valve is opened.  The	12.0	0	-1	508	22	11.768627790064594	68.15580888227983	88.73986138237848	70.1770204486269	0	0	-0.3	311	86	1	7	2	4		14	
	Remote Monitor setting signals the wired remote controller to turn water flow on and off at the	Remote Monitor setting signals the wired remote controller to turn water flow on and off at the	12.0	0	-1	509	22	11.768627790064594	69.89823158341225	88.73595194099775	71.91944314975932	0	0	-0.3	311	86	1	7	2	4		14	
	controller.	controller. The switch on the remote controller is a “dead man’s switch”, meaning that the water	12.0	0	-1	510	22	11.768627790064594	71.6406619910038	88.72516108494179	73.66187355735086	0	0	-0.3	311	86	1	7	2	4		14	
	flow will stop when the switch is released.	flow will stop when the switch is released. This switch must be pressed for water to flow when	12.0	1	-1	511	22	11.768627790064594	73.38308469213621	88.71535756229575	75.49520165029199	0	0	-0.3	311	86	1	7	2	4		14	
	the Selector Valve #2 is in the Remote Monitor position and is bypassed (water flows	the Selector Valve #2 is in the Remote Monitor position and is bypassed (water flows	12.0	1	-1	512	22	11.768627790064594	75.14293169734455	88.73595194099775	77.24141592931267	0	0	-0.4	311	86	0	7	2	4		14	
	constantly) when the Selector Valve #2 is in the Monitor position.	constantly) when the Selector Valve #2 is in the Monitor position. The nozzle control switch	12.0	1	-1	513	22	11.768627790064594	76.8717216722893	88.74182607613358	78.98383863044508	0	0	-0.4	311	86	0	7	2	4		14	
	(‘Fog/Stream’) controls the “blabber” actuator on the Stream & Fog nozzle; the ‘stream’ is a	(‘Fog/Stream’) controls the “blabber” actuator on the Stream & Fog nozzle; the ‘stream’ is a	12.0	0	-1	514	22	11.768627790064594	78.61414437342172	88.70229284747754	80.63535593976879	0	0	-0.4	312	87	1	7	2	4		14	
	straight flow of liquid, whereas the ‘fog’ is of lower pressure, and fan shaped.	straight flow of liquid, whereas the ‘fog’ is of lower pressure, and fan shaped. There are 2 manual-	12.0	0	-1	515	22	11.768627790064594	80.35656707455414	88.23790706061071	82.3777786409012	0	0	-0.3	312	87	1	7	2	4		14	
	control hand wheel knobs on the Monitor that can be used to move it if there is no power being	control hand wheel knobs on the Monitor that can be used to move it if there is no power being	12.0	0	-1	516	22	11.768627790064594	82.09898977568656	88.72125164356108	84.12020134203362	0	0	-0.3	312	87	1	7	2	4		14	
	supplied to it.	supplied to it.	12.0	0	-1	517	22	11.768627790064594	83.8414201832781	23.47385680753421	85.86263174962517	0	0	-0.3	312	87	1	7	2	4		14	
	<img0038>	<img0038>	-1.0	-1	-1	518	22	25.245098039215687	28.294193383419156	45.07353040907118	49.53156673546994	0	1	-57.6	313	88	0	7	2	4		14	
	<img0039>	<img0039>	-1.0	-1	-1	519	22	65.19607843137256	31.777776853002685	87.41830065359477	44.65656473179057	0	1	-17.8	314	88	0	7	2	4		14	
	Monitor Hose (Purple)	Monitor Hose (Purple)	9.0	1	-1	520	22	62.24673402075674	46.622979520547275	76.91879771114175	48.19684269452336	0	0	2.0	315	89	1	7	2	4		14	
	Connection	Connection	9.0	1	-1	521	22	65.81536087335324	47.94116164698745	73.37908277324601	49.515024820963546	0	0	-0.3	315	89	1	7	2	4		14	
	‘Blabber’/Actuator	‘Blabber’/Actuator	9.0	1	-1	522	22	37.26307239407807	27.60404336332071	49.72875757155076	29.1779065372968	0	0	-21.9	316	90	0	7	2	4		14	
	Stream & Fog Nozzle	Stream & Fog Nozzle	9.0	1	-1	523	22	40.968953550251484	31.028285171046402	54.77124382467831	32.60214834502249	0	0	1.9	317	90	0	7	2	4		14	
	Halo	Halo	9.0	1	-1	524	22	49.22385620915033	37.35025193956164	52.61111290626277	38.924115113537724	0	0	4.7	318	90	0	7	2	4		14	
	Small Junction	Small Junction	9.0	1	-1	525	22	47.14542463714001	44.35025224782	56.95425794015523	45.92411542179609	0	0	5.4	319	91	1	7	2	4		14	
	Box	Box	9.0	1	-1	526	22	50.6552303538603	45.66843437426018	53.473857804840684	47.24229754823627	0	0	-0.3	319	91	1	7	2	4		14	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	527	23	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-42.9	320	92	0	7	2	4		14	
23			12.0	0	2	528	23	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	321	92	0	7	2	4		14	
	Figure 25.	Figure 25. Monitor Control Hand Wheel Knobs	12.0	0	-1	529	23	31.277777478585836	22.5585841169261	69.20751434525633	24.57979568327316	1	0	-71.3	322	92	0	7	2	4		14	data/dod/vmds_TM/images/img0039.jpg
1.2.4.1	Monitor with Remote Control	Monitor with Remote Control	9.960000038146973	1	0	530	23	17.65032624886706	25.762981838650177	45.97040812174479	27.494663662380646	0	0	1.2	323	92	0	7	2	4		14	
	The Monitor is equipped with a wired remote controller that can be operated from the cab of the	The Monitor is equipped with a wired remote controller that can be operated from the cab of the	12.0	0	-1	531	23	11.768627790064594	29.073740255953087	88.73005785973244	31.094951822300153	0	0	1.6	324	93	1	7	2	4		14	
	truck or from the ground.  The cable for the remote control should be routed through the partially	truck or from the ground.  The cable for the remote control should be routed through the partially	12.0	0	-1	532	23	11.768627790064594	30.96767964989248	88.729090472452	32.98889314285433	0	0	-0.1	324	93	1	7	2	4		14	
	open truck window.	open truck window.	12.0	0	-1	533	23	11.768627790064594	32.85025394324101	27.885621513416567	34.962374754626346	0	0	-0.1	324	93	1	7	2	4		14	
	Figure 26.  Remote Control Joystick Face Plate	Figure 26.  Remote Control Joystick Face Plate	12.0	0	-1	534	23	31.415031782162735	47.289649886314315	69.07026004167943	49.310861452661385	1	0	12.3	325	94	0	7	2	4		14	data/dod/vmds_TM/images/img0040.jpg
1.2.4.2	Stanchion	Stanchion	9.960000038146973	1	0	535	23	17.65032624886706	50.509192726828836	31.45569944693372	52.240872623944526	0	0	1.2	326	94	0	7	2	4		14	
	The telescoping Version B Monitor Stanchion measures 68-inches to the top of	The telescoping Version B Monitor Stanchion measures 68-inches to the top of	12.0	0	-1	536	23	11.768627790064594	53.68611114193695	74.5192833196104	55.70732270828402	0	0	1.4	327	95	1	7	2	4		14	
	the flange when retracted and can be raised an additional 2 feet higher overall	the flange when retracted and can be raised an additional 2 feet higher overall	12.0	0	-1	537	23	11.768627790064594	55.42853769629893	74.5173186258553	57.449749262645994	0	0	-0.3	327	95	1	7	2	4		14	
	but under 12.5-feet tall.  It requires 2 people to raise and lower it; one to remove	but under 12.5-feet tall.  It requires 2 people to raise and lower it; one to remove	12.0	0	-1	538	23	11.768627790064594	57.17096039743135	74.51797186159621	59.192171963778414	0	0	-0.3	327	95	1	7	2	4		14	
	and replace the locking pin and the other to raise or lower the upper	and replace the locking pin and the other to raise or lower the upper	12.0	0	-1	539	23	11.768627790064594	58.91338695179333	74.4862774618311	60.93459851814039	0	0	-0.3	327	95	1	7	2	4		14	
	portion/haloed monitor.	portion/haloed monitor. Be careful as there is a pinch hazard between the upper	12.0	0	-1	540	23	11.768627790064594	60.65580965292575	74.5078442143459	62.67702121927281	0	0	-0.3	327	95	1	7	2	4		14	
	and lower sections of the stanchion, clearly marked with	and lower sections of the stanchion, clearly marked with “red” caution	12.0	1	-1	541	23	11.768627790064594	62.398232354058166	74.51339921140982	64.41944392040523	0	0	-0.3	327	95	1	7	2	4		14	
	marking tape	marking tape .	12.0	1	-1	542	23	11.768627790064594	64.14065890842015	24.51307259353937	66.25277586657592	0	0	-0.3	327	95	1	7	2	4		14	
	Figure 27.  Extendable	Figure 27.  Extendable	12.0	0	-1	543	23	54.56045811472376	69.36793471827652	72.89575314989277	71.38914628462358	1	0	3.1	328	95	1	7	2	4		14	data/dod/vmds_TM/images/img0040.jpg
	Stanchion for the Monitor	Stanchion for the Monitor	12.0	0	-1	544	23	50.34150266958997	71.11035741940894	71.24673182668249	73.131568985756	0	0	-0.3	328	95	1	7	2	4		14	
	<img0040>	<img0040>	-1.0	-1	-1	545	23	39.705882352941174	35.08585920237532	60.17973656747856	45.729797055022885	0	1	-38.0	329	96	0	7	2	4		14	
	<img0041>	<img0041>	-1.0	-1	-1	546	23	75.49019607843137	50.779042099461414	90.14706081814236	74.31439486416905	0	1	5.0	330	96	0	7	2	4		14	
	<img0042>	<img0042>	-1.0	-1	-1	547	23	40.76797385620915	9.280305920225201	62.908496732026144	22.904043486624055	0	1	-65.0	331	96	0	7	2	4		14	
	Manual Control Hand	Manual Control Hand	9.0	1	-1	548	23	22.238563088809745	11.710103352864584	36.68561698564517	13.283966526840674	0	0	-11.2	332	97	1	7	2	4		14	
	Wheel Knob	Wheel Knob	9.0	1	-1	549	23	25.336600908266952	13.013134580669982	33.5915035671658	14.58699775464607	0	0	-0.3	332	97	1	7	2	4		14	
	Left/Right	Left/Right	9.0	1	-1	550	23	26.02287491941764	14.331316707110165	32.92483660130719	15.905179881086255	0	0	-0.3	332	97	1	7	2	4		14	
	Manual Control Hand	Manual Control Hand	9.0	1	-1	551	23	71.26633887197457	14.225252710207545	85.71340523514094	15.799115884183633	0	0	-1.7	333	97	1	7	2	4		14	
	Wheel Knob	Wheel Knob	9.0	1	-1	552	23	74.36437669143179	15.543434836647728	82.61928184359681	17.117298010623816	0	0	-0.3	333	97	1	7	2	4		14	
	Up/Down	Up/Down	9.0	1	-1	553	23	75.32516180300246	16.846466064453125	81.65849673202615	18.420329238429215	0	0	-0.3	333	97	1	7	2	4		14	
	<img0043>	<img0043>	-1.0	-1	-1	554	23	11.764705882352942	75.98484694355666	20.955882352941178	82.29797825668798	0	1	57.6	334	98	0	7	2	4		14	
	WARNING!	WARNING! ALWAYS avoid placement of hands, fingers or	12.0	1	-1	555	23	25.00326867197074	76.0383837150805	78.89837626538245	78.15050067323628	0	0	-6.3	335	98	0	7	2	4		14	
	clothing in or near the meeting point of the upper and lower sections	clothing in or near the meeting point of the upper and lower sections	12.0	0	-1	556	23	25.00326867197074	77.78081412267204	78.89542423821743	79.8020256890191	0	0	-0.4	335	98	1	7	2	4		14	
	of the stanchion.	of the stanchion.	12.0	0	-1	557	23	25.00326867197074	79.52323682380445	39.008169236525994	81.54444839015152	0	0	-0.3	335	98	1	7	2	4		14	
	VMDS Technical and Operators Manual	VMDS Technical and Operators Manual ver 2019.2.l	9.960000038146973	0	-1	558	24	11.768627790064594	4.375376845851089	82.82171511182598	6.103285876187412	0	1	-77.2	336	99	0	7	2	4		14	
24			12.0	0	2	559	24	11.768627790064594	91.77726976799244	14.490196128296697	93.85909263533776	0	1	85.7	337	99	0	7	2	4		14	
1.2.5	Front Spray Bar (FSB)	Front Spray Bar (FSB)	12.0	1	0	560	24	11.768627790064594	8.918178442752723	36.008169136795345	11.016663638028232	0	0	-84.9	338	99	0	7	2	5	Front Spray Bar (FSB)	15	
	The Front Spray Bar is made of stainless steel and consists of three main parts.	The Front Spray Bar is made of stainless steel and consists of three main parts. The middle section	12.0	0	-1	561	24	11.768627790064594	12.391922690651635	88.729090472452	14.413135220306089	0	0	1.4	339	100	1	7	2	5		15	
